x,y
0.0,0.2842751711566147
0.10101010101010101,1.4808808553281272
0.20202020202020202,2.238250788240319
0.30303030303030304,-0.6375258627613802
0.40404040404040403,2.014645785986676
0.5050505050505051,2.0757244165132502
0.6060606060606061,2.6583233687134733
0.7070707070707071,2.2794241434203255
0.8080808080808081,1.1765088168680369
0.9090909090909091,1.559742191881558
1.0101010101010102,3.1337900925012243
1.1111111111111112,5.78240520214216
1.2121212121212122,2.7897045872847195
1.3131313131313131,2.993924568336866
1.4141414141414141,3.640892047131435
1.5151515151515151,2.705875096454872
1.6161616161616161,4.980466079687416
1.7171717171717171,2.104655066747585
1.8181818181818181,4.6168040582340515
1.9191919191919191,5.54376806893518
2.0202020202020203,4.427940628323563
2.121212121212121,5.47950968011953
2.2222222222222223,5.088908659140229
2.323232323232323,4.7599192623060285
2.4242424242424243,6.118058206058146
2.525252525252525,5.911278421124117
2.6262626262626263,4.467371916494432
2.727272727272727,5.776144225017073
2.8282828282828283,6.386815882197613
2.929292929292929,6.856822153706777
3.0303030303030303,7.039967823134037
3.131313131313131,6.099151729942115
3.2323232323232323,5.7468033596220955
3.3333333333333335,7.478662839505796
3.4343434343434343,8.618714726177908
3.5353535353535355,9.041346779915484
3.6363636363636362,9.789541231303204
3.7373737373737375,9.276207811975477
3.8383838383838382,8.631423592419385
3.9393939393939394,10.09680930921819
4.040404040404041,9.688980563093637
4.141414141414141,8.706726530272627
4.242424242424242,9.924790521606068
4.343434343434343,10.149745915492733
4.444444444444445,10.360653160207834
4.545454545454545,8.185884838197373
4.646464646464646,10.231833071554293
4.747474747474747,10.419293802860313
4.848484848484849,11.691765193866491
4.94949494949495,10.41657198256241
5.05050505050505,10.653584724996993
5.151515151515151,11.210114185171257
5.252525252525253,11.307806466873703
5.353535353535354,12.248129341521924
5.454545454545454,13.394326299834255
5.555555555555555,13.037641523669297
5.656565656565657,10.851463003488288
5.757575757575758,13.152968563904619
5.858585858585858,12.584840499411428
5.959595959595959,11.60401879580407
6.0606060606060606,13.13992687829151
6.161616161616162,12.153127600461884
6.262626262626262,12.032380000054472
6.363636363636363,13.094483118460127
6.4646464646464645,14.192071807018872
6.565656565656566,15.262994301404031
6.666666666666667,14.369836093944217
6.767676767676767,13.374199719518423
6.8686868686868685,14.19703562381903
6.96969696969697,14.625013072582915
7.070707070707071,14.22455661046288
7.171717171717171,15.160802117305554
7.2727272727272725,15.847540112579193
7.373737373737374,16.189423607256916
7.474747474747475,15.83492392363226
7.575757575757575,15.983395482364438
7.6767676767676765,16.586147191580324
7.777777777777778,17.807584756502752
7.878787878787879,15.54953329748333
7.979797979797979,16.16983886181798
8.080808080808081,16.78570095542082
8.181818181818182,16.056214323275903
8.282828282828282,16.017289033121024
8.383838383838384,18.562175139702678
8.484848484848484,17.295132030206208
8.585858585858587,18.364377806873527
8.686868686868687,18.68953275956366
8.787878787878787,18.792166129635415
8.88888888888889,21.140617489983136
8.98989898989899,17.788862893740323
9.09090909090909,18.157685007464984
9.191919191919192,18.537160118558422
9.292929292929292,18.317579728651936
9.393939393939394,18.37614993056951
9.494949494949495,18.22715007365556
9.595959595959595,18.78492501469336
9.696969696969697,20.242162684482473
9.797979797979798,20.149038953571356
9.8989898989899,20.771342772379935
10.0,21.619881826258762
