x,y
1.0,-0.11018477619572775
1.0909090909090908,0.005809793456887646
1.1818181818181819,0.19752598399624854
1.2727272727272727,0.4059715183797382
1.3636363636363638,0.27020671272791635
1.4545454545454546,0.5083295242978212
1.5454545454545454,0.49864361283696923
1.6363636363636362,0.552103057906427
1.7272727272727273,0.44396942091665764
1.8181818181818183,0.4288052229528124
1.9090909090909092,0.8067530685856177
2.0,0.8806350116565032
2.090909090909091,0.5838920523374274
2.1818181818181817,0.9758217030279885
2.2727272727272725,0.9113216815144489
2.3636363636363633,0.7846112875747401
2.4545454545454546,0.9314275177369431
2.5454545454545454,1.0986204627244485
2.6363636363636367,0.9136512311251983
2.7272727272727275,1.0835895030003753
2.8181818181818183,1.1858123241651677
2.909090909090909,1.2352147097913093
3.0,1.1963401619664198
3.090909090909091,1.2195197469181704
3.1818181818181817,0.9926112822858673
3.272727272727273,1.2872221918393514
3.3636363636363638,1.026563012993743
3.4545454545454546,1.1267466302734497
3.5454545454545454,1.290337427377231
3.6363636363636362,1.3941780640845374
3.727272727272727,1.2563758429070724
3.8181818181818183,1.3747214762364317
3.909090909090909,1.1964342577258567
4.0,1.4591288483383908
4.090909090909091,1.2639136684401868
4.181818181818182,1.28474711411762
4.272727272727273,1.5741618046226682
4.363636363636363,1.3972218558501057
4.454545454545455,1.4646194615404244
4.545454545454545,1.401030657541234
4.636363636363637,1.621545658423885
4.727272727272727,1.4461394183270184
4.818181818181818,1.6984734368650178
4.909090909090909,1.7768466871603457
5.0,1.5205638750618076
5.090909090909091,1.4747426683881286
5.181818181818182,1.5988961307642293
5.2727272727272725,1.4630006486186855
5.363636363636363,1.4922836222615874
5.454545454545454,1.7233724741799623
5.545454545454546,1.5180461231817648
5.636363636363637,1.7887078216324708
5.7272727272727275,1.7787432704875765
5.818181818181818,1.797107032998953
5.909090909090909,1.7688731881935047
6.0,1.8393469259352495
6.090909090909091,1.7380934724812942
6.181818181818182,1.853375372541347
6.2727272727272725,1.7517731102712546
6.363636363636363,1.8662848416665865
6.454545454545454,1.8947969405477874
6.545454545454546,1.9379974234201924
6.636363636363637,1.8264593417934711
6.7272727272727275,1.717365605656217
6.818181818181818,1.9239935232355527
6.909090909090909,1.8617887527482395
7.0,1.9438765599842422
7.090909090909091,1.9134890395917508
7.181818181818182,1.917756264978409
7.2727272727272725,1.795750420389712
7.363636363636363,2.133934122222905
7.454545454545454,1.9323906531375425
7.545454545454546,2.1680941305690657
7.636363636363637,2.0266985027360955
7.7272727272727275,2.1102666240736387
7.818181818181818,1.9398965033207343
7.909090909090909,2.082983768997179
8.0,2.0362022846838244
8.09090909090909,2.18903232256246
8.181818181818182,2.1109710054411854
8.272727272727273,2.188983409620574
8.363636363636363,2.2762402476070176
8.454545454545453,2.168985880406858
8.545454545454547,2.154723037954341
8.636363636363637,2.031707664676962
8.727272727272727,2.3127714908762833
8.818181818181818,2.318676224435345
8.90909090909091,2.1542343332831444
9.0,2.032733181195046
9.090909090909092,2.172367528064912
9.181818181818182,2.39439902503342
9.272727272727273,2.3898233989606243
9.363636363636363,2.2812298957901227
9.454545454545455,2.246611608440997
9.545454545454545,2.411809710744405
9.636363636363637,2.1903059137453336
9.727272727272727,2.077267484787469
9.818181818181818,2.351446348677371
9.909090909090908,2.2523253015520637
10.0,2.405443354236446
